qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qF1_4,qF2_4,qF3_4,qF1_5,qF2_5,qF3_5,qF1_6,qF2_6,qF3_6,qF1_7,qF2_7,qF3_7,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3,qH1_4,qH2_4,qH3_4,qH1_5,qH2_5,qH3_5,qH1_6,qH2_6,qH3_6,qH1_7,qH2_7,qH3_7
-2.7549228456873402,28.82174561081338,0.0,0.2971328234586611,-0.5282330290750051,0.0,6.492467100598195,1.0734884318381845,0.0,3.7927539963995467,0.6551669556597025,0.0,5.24517561920134,0.3487020251193709,0.0,0.0987046858177701,0.003624154131313872,0.0,-11.866296209742258,-10.141536248952576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,10.00000000000004,0.0
8.71874454709829,4.561127321807815,0.0,-1.3364337365224221,-2.1329503843954076,0.0,1.0283445196618217,4.195343877469975,0.0,2.7732474914834713,1.7872163771554899,0.0,6.323707286984533,7.625954136013898,0.0,0.022405176331275634,0.020344587553057535,0.0,-10.427586277133964,-10.02697715439691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000005,9.999999999999991,0.0
6.437874199241315,5.860127934441027,0.0,-1.7649053399808692,-1.4740208011968288,0.0,0.8048069907847036,5.338733866750749,0.0,0.6302555318515183,1.3312717822906326,0.0,8.17089423901564,5.502156091127342,0.0,0.06424054226381373,-0.005277407822337056,0.0,-10.113410413141185,-9.73083680839845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.000000000000002,0.0
13.250325269180676,18.928232788673927,0.0,0.294564779689908,-0.5543503227438196,0.0,0.3461667667011938,-5.776967128656869,0.0,1.8173370969869393,0.6239628100604188,0.0,4.383017061720604,4.699930523228201,0.0,0.037741035237430935,0.03933238030858099,0.0,-10.835072096761193,-10.634705374410714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
9.466996190292733,7.964282710037794,0.0,1.134223569322111,-0.7968696026146616,0.0,1.3148530280283526,4.462102950264966,0.0,-2.3883231126494984,1.48413432438976,0.0,7.087095953290272,4.74335535744838,0.0,0.01794393106523967,0.012645945178765687,0.0,-10.479463453131086,-10.43663705497414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999996,9.999999999999961,0.0
19.59232941352437,5.048748418996182,-264.9365482296981,1.9853042918402963,1.0159843771274468,12.009829458931897,6.957270527367333,2.942210127556578,822.29133514887,-4.801897686250148,-0.7377383448809552,-164.85757031345008,1.2416962363223085,5.382158463671149,-144.38921567597708,-0.030934814556532533,0.0027029515404645332,0.0,-10.136229402502718,0.04389701228162854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
7.9337786877034215,16.39313290367986,2.903268302561372,1.0782711103871296,-0.5444620476098809,-2.6049544426898383,10.725990713863785,-3.0556037458111094,27.025057930534892,-3.8020270790236967,2.1450195047643423,3.084952041099372,2.110236914234287,4.617733049283683,3.337821638579207,0.002536821605921417,-0.006817265315621164,0.11766757766830463,-10.578297242973722,0.25949621476505846,-8.460473582122342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
7.635912086194246,16.246574655384396,17.125797918361176,-2.920352253526677,0.030242074964836073,1.7457851993729563,-6.5080248553849875,-11.007036627808512,-2.995543181832067,9.989715925403006,7.446479713570956,-0.9686393667413152,7.803984178884288,6.2937498591454535,3.993535755072321,-0.09725636640100373,-0.0034717947381821416,-0.0031064250865953606,-8.466625493011591,0.13362170878912105,-0.11372538015537774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
5.1906622608595,5.4003467347790455,11.147955699001145,1.9895519512956115,-0.34230682700052184,-8.9234254717023,4.152619273006276,-0.814751454554969,12.996515849364775,-1.5948005437683628,2.7044566314106997,10.255081666185154,5.308237527507875,7.310332678890912,1.8318224431861254,-0.020651743402286035,0.014315488114767468,0.020063416225786307,-9.980435334701676,-0.7028746939460578,-1.0461969097343131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
6.943255213584476,3.5075814924867115,28.345270462268456,1.473788451204575,1.726632794796201,1.3083091193969965,2.370325144861098,0.8924785459280536,0.8669477230737135,-0.8934143618014675,-1.394538783677722,-4.801435544411725,6.000686134938693,7.183131806579403,1.4111225730685197,0.08434741134731921,-0.015423796344669722,-0.002159565948513203,-11.236126817229719,0.36423436849081825,-0.3502676786811999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
